,featurecode,years,units,value,region_of_residence,breakdown_of_domestic_tourism
868,S12000017,2014-2016,Thousand Nights,3313,Scotland,Nights
869,S12000017,2015-2017,million pounds (GBP),272,England,Expenditure
870,S12000017,2013-2015,million pounds (GBP),264,England,Expenditure
871,S12000017,2009-2011,Thousand Visits,874,Scotland,Visits
872,S12000017,2012-2014,Thousand Visits,1731,All of GB,Visits
873,S12000017,2017-2019,million pounds (GBP),492,All of GB,Expenditure
874,S12000017,2014-2016,Thousand Visits,940,Scotland,Visits
875,S12000017,2015-2017,Thousand Visits,1729,All of GB,Visits
876,S12000017,2016-2018,million pounds (GBP),470,All of GB,Expenditure
877,S12000017,2015-2017,Thousand Visits,978,Scotland,Visits
878,S12000017,2012-2014,million pounds (GBP),434,All of GB,Expenditure
879,S12000017,2015-2017,million pounds (GBP),507,All of GB,Expenditure
880,S12000017,2014-2016,million pounds (GBP),274,England,Expenditure
881,S12000017,2010-2012,Thousand Visits,618,England,Visits
882,S12000017,2011-2013,Thousand Visits,1075,Scotland,Visits
883,S12000017,2017-2019,million pounds (GBP),236,Scotland,Expenditure
884,S12000017,2016-2018,Thousand Nights,7118,All of GB,Nights
885,S12000017,2010-2012,Thousand Visits,1670,All of GB,Visits
886,S12000017,2010-2012,Thousand Nights,3210,England,Nights
887,S12000017,2009-2011,Thousand Nights,6904,All of GB,Nights
888,S12000017,2015-2017,Thousand Visits,730,England,Visits
889,S12000017,2010-2012,Thousand Nights,6712,All of GB,Nights
890,S12000017,2015-2017,Thousand Nights,7084,All of GB,Nights
891,S12000018,2012-2014,Thousand Nights,238,All of GB,Nights
892,S12000018,2010-2012,Thousand Visits,49,Scotland,Visits
893,S12000018,2015-2017,million pounds (GBP),9,All of GB,Expenditure
894,S12000018,2013-2015,million pounds (GBP),4,Scotland,Expenditure
895,S12000018,2009-2011,Thousand Nights,112,Scotland,Nights
896,S12000018,2016-2018,million pounds (GBP),4,England,Expenditure
897,S12000018,2016-2018,Thousand Visits,27,Scotland,Visits
898,S12000018,2011-2013,Thousand Nights,292,All of GB,Nights
899,S12000018,2016-2018,million pounds (GBP),5,Scotland,Expenditure
900,S12000018,2017-2019,million pounds (GBP),11,All of GB,Expenditure
901,S12000018,2010-2012,million pounds (GBP),6,Scotland,Expenditure
902,S12000018,2013-2015,Thousand Nights,203,All of GB,Nights
903,S12000018,2011-2013,Thousand Nights,126,Scotland,Nights
904,S12000018,2014-2016,million pounds (GBP),10,All of GB,Expenditure
905,S12000018,2014-2016,Thousand Nights,193,All of GB,Nights
906,S12000018,2014-2016,Thousand Visits,33,England,Visits
907,S12000018,2014-2016,Thousand Visits,39,Scotland,Visits
908,S12000018,2013-2015,Thousand Nights,110,England,Nights
909,S12000018,2017-2019,Thousand Nights,171,All of GB,Nights
910,S12000018,2011-2013,million pounds (GBP),13,All of GB,Expenditure
911,S12000018,2009-2011,Thousand Visits,35,England,Visits
912,S12000018,2016-2018,million pounds (GBP),9,All of GB,Expenditure
913,S12000018,2014-2016,Thousand Visits,76,All of GB,Visits
914,S12000018,2009-2011,Thousand Nights,259,All of GB,Nights
915,S12000018,2016-2018,Thousand Nights,151,All of GB,Nights
916,S12000018,2009-2011,Thousand Visits,42,Scotland,Visits
917,S12000018,2015-2017,Thousand Nights,33,England,Nights
918,S12000018,2010-2012,Thousand Nights,310,All of GB,Nights
919,S12000018,2012-2014,million pounds (GBP),11,All of GB,Expenditure
920,S12000018,2017-2019,million pounds (GBP),5,Scotland,Expenditure
921,S12000018,2011-2013,Thousand Visits,87,All of GB,Visits
922,S12000018,2016-2018,Thousand Visits,49,All of GB,Visits
923,S12000018,2013-2015,Thousand Visits,66,All of GB,Visits
924,S12000018,2009-2011,Thousand Visits,77,All of GB,Visits
925,S12000018,2016-2018,Thousand Nights,55,England,Nights
926,S12000018,2016-2018,Thousand Visits,18,England,Visits
927,S12000018,2017-2019,Thousand Visits,32,England,Visits
928,S12000018,2015-2017,Thousand Visits,20,England,Visits
929,S12000018,2014-2016,million pounds (GBP),6,Scotland,Expenditure
930,S12000018,2015-2017,million pounds (GBP),4,England,Expenditure
931,S12000018,2011-2013,Thousand Nights,166,England,Nights
932,S12000018,2012-2014,million pounds (GBP),6,England,Expenditure
933,S12000018,2015-2017,million pounds (GBP),5,Scotland,Expenditure
934,S12000018,2017-2019,million pounds (GBP),5,England,Expenditure
935,S12000018,2015-2017,Thousand Visits,34,Scotland,Visits
936,S12000018,2010-2012,million pounds (GBP),8,England,Expenditure
937,S12000018,2014-2016,Thousand Nights,112,Scotland,Nights
938,S12000018,2009-2011,million pounds (GBP),11,All of GB,Expenditure
939,S12000018,2013-2015,million pounds (GBP),10,All of GB,Expenditure
940,S12000018,2011-2013,million pounds (GBP),8,England,Expenditure
941,S12000018,2010-2012,Thousand Visits,97,All of GB,Visits
942,S12000018,2015-2017,Thousand Nights,95,Scotland,Nights
943,S12000018,2011-2013,Thousand Visits,42,England,Visits
944,S12000018,2017-2019,Thousand Nights,91,Scotland,Nights
945,S12000018,2014-2016,million pounds (GBP),5,England,Expenditure
946,S12000018,2010-2012,Thousand Nights,177,England,Nights
947,S12000018,2011-2013,Thousand Visits,45,Scotland,Visits
948,S12000018,2012-2014,Thousand Nights,130,England,Nights
949,S12000018,2013-2015,Thousand Visits,33,Scotland,Visits
950,S12000018,2017-2019,Thousand Visits,26,Scotland,Visits
951,S12000018,2013-2015,Thousand Nights,93,Scotland,Nights
952,S12000018,2017-2019,Thousand Nights,80,England,Nights
953,S12000018,2012-2014,Thousand Visits,74,All of GB,Visits
954,S12000018,2012-2014,Thousand Visits,38,Scotland,Visits
955,S12000018,2013-2015,Thousand Visits,33,England,Visits
956,S12000018,2015-2017,Thousand Nights,142,All of GB,Nights
957,S12000018,2009-2011,million pounds (GBP),7,England,Expenditure
958,S12000018,2014-2016,Thousand Nights,67,England,Nights
959,S12000018,2012-2014,Thousand Nights,108,Scotland,Nights
960,S12000018,2012-2014,million pounds (GBP),6,Scotland,Expenditure
961,S12000018,2010-2012,million pounds (GBP),13,All of GB,Expenditure
962,S12000018,2009-2011,million pounds (GBP),5,Scotland,Expenditure
963,S12000018,2012-2014,Thousand Visits,36,England,Visits
964,S12000018,2013-2015,million pounds (GBP),6,England,Expenditure
965,S12000018,2011-2013,million pounds (GBP),6,Scotland,Expenditure
966,S12000018,2017-2019,Thousand Visits,58,All of GB,Visits
967,S12000018,2009-2011,Thousand Nights,147,England,Nights
968,S12000018,2016-2018,Thousand Nights,82,Scotland,Nights
969,S12000018,2015-2017,Thousand Visits,58,All of GB,Visits
970,S12000018,2010-2012,Thousand Nights,133,Scotland,Nights
971,S12000018,2010-2012,Thousand Visits,49,England,Visits
972,S12000019,2015-2017,million pounds (GBP),1,Scotland,Expenditure
973,S12000019,2014-2016,Thousand Nights,54,All of GB,Nights
974,S12000019,2015-2017,Thousand Nights,105,All of GB,Nights
975,S12000019,2012-2014,Thousand Nights,334,All of GB,Nights
976,S12000019,2017-2019,million pounds (GBP),2,Scotland,Expenditure
977,S12000019,2009-2011,Thousand Nights,49,England,Nights
978,S12000019,2012-2014,Thousand Visits,37,All of GB,Visits
979,S12000019,2013-2015,Thousand Visits,13,England,Visits
980,S12000019,2017-2019,million pounds (GBP),3,England,Expenditure
981,S12000019,2017-2019,Thousand Nights,52,Scotland,Nights
982,S12000019,2017-2019,Thousand Visits,20,Scotland,Visits
983,S12000019,2015-2017,Thousand Visits,39,All of GB,Visits
984,S12000019,2013-2015,Thousand Visits,33,All of GB,Visits
985,S12000019,2017-2019,Thousand Visits,26,England,Visits
986,S12000019,2012-2014,Thousand Nights,305,England,Nights
987,S12000019,2012-2014,Thousand Visits,10,Scotland,Visits
988,S12000019,2010-2012,million pounds (GBP),7,England,Expenditure
989,S12000019,2013-2015,million pounds (GBP),2,England,Expenditure
990,S12000019,2011-2013,million pounds (GBP),8,England,Expenditure
991,S12000019,2013-2015,Thousand Nights,47,England,Nights
992,S12000019,2009-2011,Thousand Visits,38,All of GB,Visits
993,S12000019,2014-2016,Thousand Visits,10,England,Visits
994,S12000019,2017-2019,Thousand Visits,46,All of GB,Visits
995,S12000019,2016-2018,Thousand Nights,21,Scotland,Nights
996,S12000019,2016-2018,million pounds (GBP),3,All of GB,Expenditure
997,S12000019,2009-2011,million pounds (GBP),5,England,Expenditure
998,S12000019,2016-2018,million pounds (GBP),2,England,Expenditure
999,S12000019,2010-2012,Thousand Nights,330,All of GB,Nights
1000,S12000019,2011-2013,Thousand Visits,63,All of GB,Visits
1001,S12000019,2011-2013,million pounds (GBP),1,Scotland,Expenditure
1002,S12000019,2013-2015,Thousand Nights,108,All of GB,Nights
1003,S12000019,2016-2018,Thousand Visits,32,All of GB,Visits
1004,S12000019,2010-2012,Thousand Visits,55,All of GB,Visits
1005,S12000019,2010-2012,Thousand Visits,12,Scotland,Visits
1006,S12000019,2011-2013,million pounds (GBP),10,All of GB,Expenditure
1007,S12000019,2012-2014,Thousand Nights,29,Scotland,Nights
1008,S12000019,2010-2012,million pounds (GBP),7,All of GB,Expenditure
1009,S12000019,2016-2018,Thousand Visits,14,Scotland,Visits
1010,S12000019,2011-2013,Thousand Nights,32,Scotland,Nights
1011,S12000019,2017-2019,Thousand Nights,110,England,Nights
1012,S12000019,2017-2019,million pounds (GBP),5,All of GB,Expenditure
1013,S12000019,2012-2014,million pounds (GBP),4,All of GB,Expenditure
1014,S12000019,2016-2018,Thousand Visits,18,England,Visits
1015,S12000019,2014-2016,Thousand Nights,13,England,Nights
1016,S12000019,2011-2013,Thousand Nights,384,All of GB,Nights
1017,S12000019,2015-2017,million pounds (GBP),5,All of GB,Expenditure
1018,S12000019,2012-2014,million pounds (GBP),1,Scotland,Expenditure
1019,S12000019,2010-2012,million pounds (GBP),1,Scotland,Expenditure
1020,S12000019,2011-2013,Thousand Visits,13,Scotland,Visits
1021,S12000019,2010-2012,Thousand Nights,15,Scotland,Nights
1022,S12000019,2009-2011,Thousand Nights,13,Scotland,Nights
1023,S12000019,2017-2019,Thousand Nights,162,All of GB,Nights
1024,S12000019,2010-2012,Thousand Nights,315,England,Nights
1025,S12000019,2013-2015,million pounds (GBP),6,All of GB,Expenditure
1026,S12000019,2011-2013,Thousand Visits,49,England,Visits
1027,S12000019,2015-2017,Thousand Visits,18,England,Visits
1028,S12000019,2015-2017,Thousand Visits,14,Scotland,Visits
1029,S12000019,2010-2012,Thousand Visits,42,England,Visits
1030,S12000019,2009-2011,Thousand Visits,25,England,Visits
1031,S12000019,2015-2017,Thousand Nights,42,Scotland,Nights
1032,S12000019,2009-2011,million pounds (GBP),0,Scotland,Expenditure
1033,S12000019,2013-2015,Thousand Visits,14,Scotland,Visits
1034,S12000019,2009-2011,million pounds (GBP),5,All of GB,Expenditure
1035,S12000019,2014-2016,million pounds (GBP),1,Scotland,Expenditure
1036,S12000019,2011-2013,Thousand Nights,352,England,Nights
1037,S12000019,2015-2017,Thousand Nights,56,England,Nights
1038,S12000019,2014-2016,Thousand Nights,34,Scotland,Nights
1039,S12000019,2012-2014,million pounds (GBP),3,England,Expenditure
1040,S12000019,2012-2014,Thousand Visits,26,England,Visits
1041,S12000019,2013-2015,million pounds (GBP),1,Scotland,Expenditure
1042,S12000019,2014-2016,million pounds (GBP),1,England,Expenditure
1043,S12000019,2014-2016,million pounds (GBP),3,All of GB,Expenditure
1044,S12000019,2016-2018,Thousand Nights,84,All of GB,Nights
1045,S12000019,2014-2016,Thousand Visits,9,Scotland,Visits
1046,S12000019,2009-2011,Thousand Visits,13,Scotland,Visits
1047,S12000019,2014-2016,Thousand Visits,25,All of GB,Visits
1048,S12000019,2016-2018,million pounds (GBP),0,Scotland,Expenditure
1049,S12000019,2016-2018,Thousand Nights,62,England,Nights
1050,S12000019,2013-2015,Thousand Nights,55,Scotland,Nights
1051,S12000019,2015-2017,million pounds (GBP),2,England,Expenditure
1052,S12000019,2009-2011,Thousand Nights,62,All of GB,Nights
1053,S12000020,2014-2016,million pounds (GBP),24,England,Expenditure
1054,S12000020,2015-2017,Thousand Nights,573,All of GB,Nights
1055,S12000020,2011-2013,million pounds (GBP),24,Scotland,Expenditure
1056,S12000020,2017-2019,million pounds (GBP),13,Scotland,Expenditure
1057,S12000020,2017-2019,Thousand Visits,84,Scotland,Visits
1058,S12000020,2015-2017,Thousand Nights,284,Scotland,Nights
1059,S12000020,2012-2014,Thousand Nights,1240,All of GB,Nights
1060,S12000020,2014-2016,million pounds (GBP),22,Scotland,Expenditure
1061,S12000020,2016-2018,Thousand Nights,562,All of GB,Nights
1062,S12000020,2009-2011,Thousand Nights,287,Scotland,Nights
1063,S12000020,2010-2012,million pounds (GBP),18,Scotland,Expenditure
1064,S12000020,2012-2014,million pounds (GBP),29,Scotland,Expenditure
1065,S12000020,2009-2011,Thousand Visits,194,All of GB,Visits
1066,S12000020,2016-2018,Thousand Nights,328,England,Nights
1067,S12000020,2013-2015,Thousand Nights,735,Scotland,Nights
1068,S12000020,2015-2017,Thousand Visits,150,All of GB,Visits
1069,S12000020,2013-2015,Thousand Visits,187,Scotland,Visits
1070,S12000020,2017-2019,Thousand Nights,323,Scotland,Nights
1071,S12000020,2011-2013,Thousand Nights,1102,All of GB,Nights
1072,S12000020,2016-2018,million pounds (GBP),10,Scotland,Expenditure
1073,S12000020,2009-2011,Thousand Nights,412,England,Nights
1074,S12000020,2014-2016,Thousand Nights,527,Scotland,Nights
1075,S12000020,2017-2019,Thousand Nights,639,All of GB,Nights
1076,S12000020,2009-2011,Thousand Nights,699,All of GB,Nights
1077,S12000020,2013-2015,Thousand Nights,1304,All of GB,Nights
1078,S12000020,2009-2011,million pounds (GBP),15,Scotland,Expenditure
1079,S12000020,2014-2016,Thousand Visits,134,Scotland,Visits
1080,S12000020,2010-2012,Thousand Nights,749,All of GB,Nights
1081,S12000020,2016-2018,Thousand Visits,115,All of GB,Visits
1082,S12000020,2013-2015,million pounds (GBP),30,Scotland,Expenditure
1083,S12000020,2013-2015,Thousand Visits,269,All of GB,Visits
1084,S12000020,2014-2016,Thousand Visits,197,All of GB,Visits
1085,S12000020,2010-2012,million pounds (GBP),31,All of GB,Expenditure
1086,S12000020,2015-2017,million pounds (GBP),15,Scotland,Expenditure
1087,S12000020,2017-2019,Thousand Visits,133,All of GB,Visits
1088,S12000020,2017-2019,Thousand Visits,49,England,Visits
1089,S12000020,2014-2016,million pounds (GBP),47,All of GB,Expenditure
1090,S12000020,2009-2011,million pounds (GBP),32,All of GB,Expenditure
1091,S12000020,2011-2013,Thousand Visits,185,Scotland,Visits
1092,S12000020,2015-2017,million pounds (GBP),36,All of GB,Expenditure
1093,S12000020,2013-2015,Thousand Visits,76,England,Visits
1094,S12000020,2009-2011,Thousand Visits,113,Scotland,Visits
1095,S12000020,2016-2018,Thousand Visits,62,Scotland,Visits
1096,S12000020,2011-2013,Thousand Visits,67,England,Visits
1097,S12000020,2012-2014,Thousand Visits,208,Scotland,Visits
1098,S12000020,2016-2018,Thousand Visits,54,England,Visits
1099,S12000020,2010-2012,Thousand Visits,66,England,Visits
1100,S12000020,2015-2017,Thousand Visits,53,England,Visits
1101,S12000020,2015-2017,Thousand Nights,273,England,Nights
1102,S12000020,2010-2012,Thousand Nights,342,Scotland,Nights
1103,S12000020,2012-2014,million pounds (GBP),51,All of GB,Expenditure
1104,S12000020,2011-2013,Thousand Visits,256,All of GB,Visits
1105,S12000020,2016-2018,Thousand Nights,234,Scotland,Nights
1106,S12000020,2010-2012,Thousand Visits,221,All of GB,Visits
1107,S12000020,2014-2016,Thousand Nights,820,All of GB,Nights
1108,S12000020,2010-2012,Thousand Nights,401,England,Nights
1109,S12000020,2011-2013,Thousand Nights,498,Scotland,Nights
1110,S12000020,2012-2014,Thousand Nights,341,England,Nights
1111,S12000020,2011-2013,million pounds (GBP),16,England,Expenditure
1112,S12000020,2012-2014,million pounds (GBP),16,England,Expenditure
1113,S12000020,2010-2012,million pounds (GBP),12,England,Expenditure
1114,S12000020,2013-2015,million pounds (GBP),60,All of GB,Expenditure
1115,S12000020,2015-2017,Thousand Visits,95,Scotland,Visits
1116,S12000020,2017-2019,Thousand Nights,315,England,Nights
1117,S12000020,2009-2011,Thousand Visits,81,England,Visits
1118,S12000020,2012-2014,Thousand Visits,274,All of GB,Visits
1119,S12000020,2013-2015,million pounds (GBP),23,England,Expenditure
1120,S12000020,2016-2018,million pounds (GBP),19,England,Expenditure
1121,S12000020,2017-2019,million pounds (GBP),12,England,Expenditure
1122,S12000020,2015-2017,million pounds (GBP),20,England,Expenditure
1123,S12000020,2013-2015,Thousand Nights,421,England,Nights
1124,S12000020,2012-2014,Thousand Visits,61,England,Visits
1125,S12000020,2012-2014,Thousand Nights,762,Scotland,Nights
1126,S12000020,2014-2016,Thousand Nights,277,England,Nights
1127,S12000020,2009-2011,million pounds (GBP),17,England,Expenditure
1128,S12000020,2016-2018,million pounds (GBP),29,All of GB,Expenditure
1129,S12000020,2010-2012,Thousand Visits,154,Scotland,Visits
1130,S12000020,2014-2016,Thousand Visits,60,England,Visits
1131,S12000020,2017-2019,million pounds (GBP),25,All of GB,Expenditure
1132,S12000020,2011-2013,Thousand Nights,466,England,Nights
1133,S12000020,2011-2013,million pounds (GBP),47,All of GB,Expenditure
1134,S12000021,2013-2015,million pounds (GBP),59,All of GB,Expenditure
1135,S12000021,2011-2013,Thousand Visits,177,Scotland,Visits
1136,S12000021,2010-2012,Thousand Nights,904,England,Nights
1137,S12000021,2009-2011,Thousand Visits,90,England,Visits
1138,S12000021,2009-2011,million pounds (GBP),60,All of GB,Expenditure
1139,S12000021,2013-2015,million pounds (GBP),18,England,Expenditure
1140,S12000021,2015-2017,Thousand Nights,366,England,Nights
1141,S12000021,2012-2014,Thousand Visits,207,Scotland,Visits
1142,S12000021,2013-2015,Thousand Visits,223,Scotland,Visits
1143,S12000021,2016-2018,Thousand Nights,329,England,Nights
1144,S12000021,2012-2014,Thousand Nights,929,All of GB,Nights
1145,S12000021,2014-2016,Thousand Visits,288,All of GB,Visits
1146,S12000021,2015-2017,million pounds (GBP),33,England,Expenditure
1147,S12000021,2017-2019,Thousand Visits,176,Scotland,Visits
1148,S12000021,2015-2017,Thousand Visits,165,Scotland,Visits
1149,S12000021,2017-2019,Thousand Nights,734,All of GB,Nights
1150,S12000021,2017-2019,million pounds (GBP),30,Scotland,Expenditure
1151,S12000021,2017-2019,million pounds (GBP),42,All of GB,Expenditure
1152,S12000021,2017-2019,Thousand Visits,48,England,Visits
1153,S12000021,2013-2015,Thousand Visits,280,All of GB,Visits
1154,S12000021,2010-2012,million pounds (GBP),21,Scotland,Expenditure
1155,S12000021,2016-2018,million pounds (GBP),25,England,Expenditure
1156,S12000021,2016-2018,million pounds (GBP),55,All of GB,Expenditure
1157,S12000021,2014-2016,Thousand Visits,89,England,Visits
1158,S12000021,2012-2014,million pounds (GBP),19,England,Expenditure
1159,S12000021,2015-2017,million pounds (GBP),66,All of GB,Expenditure
1160,S12000021,2014-2016,Thousand Visits,198,Scotland,Visits
1161,S12000021,2015-2017,Thousand Visits,266,All of GB,Visits
1162,S12000021,2012-2014,Thousand Visits,78,England,Visits
1163,S12000021,2014-2016,million pounds (GBP),39,Scotland,Expenditure
1164,S12000021,2011-2013,Thousand Visits,94,England,Visits
1165,S12000021,2015-2017,Thousand Visits,101,England,Visits
1166,S12000021,2014-2016,million pounds (GBP),28,England,Expenditure
1167,S12000021,2012-2014,million pounds (GBP),53,All of GB,Expenditure
1168,S12000021,2010-2012,Thousand Nights,1361,All of GB,Nights
1169,S12000021,2017-2019,Thousand Visits,224,All of GB,Visits
1170,S12000021,2010-2012,Thousand Visits,104,England,Visits
1171,S12000021,2009-2011,million pounds (GBP),24,Scotland,Expenditure
1172,S12000021,2010-2012,Thousand Visits,260,All of GB,Visits
1173,S12000021,2011-2013,Thousand Nights,546,England,Nights
1174,S12000021,2016-2018,Thousand Nights,840,All of GB,Nights
1175,S12000021,2015-2017,million pounds (GBP),33,Scotland,Expenditure
1176,S12000021,2014-2016,Thousand Nights,679,Scotland,Nights
1177,S12000021,2012-2014,million pounds (GBP),32,Scotland,Expenditure
1178,S12000021,2013-2015,Thousand Visits,57,England,Visits
1179,S12000021,2011-2013,Thousand Nights,1071,All of GB,Nights
1180,S12000021,2009-2011,Thousand Visits,283,All of GB,Visits
1181,S12000021,2013-2015,Thousand Nights,739,Scotland,Nights
1182,S12000021,2012-2014,Thousand Nights,309,England,Nights
1183,S12000021,2011-2013,million pounds (GBP),26,Scotland,Expenditure
1184,S12000021,2009-2011,Thousand Nights,1565,All of GB,Nights
1185,S12000021,2009-2011,Thousand Nights,639,Scotland,Nights
1186,S12000021,2017-2019,million pounds (GBP),12,England,Expenditure
1187,S12000021,2013-2015,million pounds (GBP),41,Scotland,Expenditure
1188,S12000021,2015-2017,Thousand Nights,992,All of GB,Nights
1189,S12000021,2013-2015,Thousand Nights,934,All of GB,Nights
1190,S12000021,2012-2014,Thousand Visits,288,All of GB,Visits
1191,S12000021,2016-2018,Thousand Visits,164,Scotland,Visits
1192,S12000021,2014-2016,Thousand Nights,1026,All of GB,Nights
1193,S12000021,2017-2019,Thousand Nights,164,England,Nights
1194,S12000021,2016-2018,million pounds (GBP),30,Scotland,Expenditure
1195,S12000021,2010-2012,Thousand Visits,150,Scotland,Visits
1196,S12000021,2015-2017,Thousand Nights,626,Scotland,Nights
1197,S12000021,2009-2011,million pounds (GBP),36,England,Expenditure
1198,S12000021,2013-2015,Thousand Nights,195,England,Nights
1199,S12000021,2012-2014,Thousand Nights,597,Scotland,Nights
1200,S12000021,2010-2012,million pounds (GBP),63,All of GB,Expenditure
1201,S12000021,2010-2012,million pounds (GBP),41,England,Expenditure
1202,S12000021,2011-2013,million pounds (GBP),60,All of GB,Expenditure
1203,S12000021,2016-2018,Thousand Nights,511,Scotland,Nights
1204,S12000021,2017-2019,Thousand Nights,570,Scotland,Nights
1205,S12000021,2011-2013,Thousand Nights,502,Scotland,Nights
1206,S12000021,2014-2016,million pounds (GBP),68,All of GB,Expenditure
1207,S12000021,2011-2013,Thousand Visits,274,All of GB,Visits
1208,S12000021,2014-2016,Thousand Nights,347,England,Nights
1209,S12000021,2016-2018,Thousand Visits,246,All of GB,Visits
1210,S12000021,2011-2013,million pounds (GBP),33,England,Expenditure
1211,S12000021,2009-2011,Thousand Visits,190,Scotland,Visits
1212,S12000021,2009-2011,Thousand Nights,905,England,Nights
1213,S12000021,2010-2012,Thousand Nights,414,Scotland,Nights
1214,S12000021,2016-2018,Thousand Visits,82,England,Visits
1215,S12000023,2016-2018,million pounds (GBP),46,All of GB,Expenditure
1216,S12000023,2009-2011,million pounds (GBP),11,England,Expenditure
1217,S12000023,2010-2012,Thousand Nights,456,All of GB,Nights
1218,S12000023,2013-2015,Thousand Nights,243,England,Nights
1219,S12000023,2009-2011,Thousand Nights,380,All of GB,Nights
1220,S12000023,2010-2012,million pounds (GBP),12,England,Expenditure
1221,S12000023,2012-2014,Thousand Nights,355,England,Nights
1222,S12000023,2014-2016,million pounds (GBP),16,England,Expenditure
1223,S12000023,2013-2015,Thousand Nights,327,All of GB,Nights
1224,S12000023,2016-2018,million pounds (GBP),24,England,Expenditure
1225,S12000023,2015-2017,million pounds (GBP),20,England,Expenditure
1226,S12000023,2017-2019,million pounds (GBP),23,England,Expenditure
1227,S12000023,2010-2012,million pounds (GBP),10,Scotland,Expenditure
1228,S12000023,2012-2014,million pounds (GBP),19,England,Expenditure
1229,S12000023,2011-2013,million pounds (GBP),15,England,Expenditure
1230,S12000023,2016-2018,Thousand Nights,507,All of GB,Nights
1231,S12000023,2016-2018,million pounds (GBP),22,Scotland,Expenditure
1232,S12000023,2015-2017,Thousand Nights,428,All of GB,Nights
1233,S12000023,2013-2015,million pounds (GBP),21,All of GB,Expenditure
1234,S12000023,2015-2017,million pounds (GBP),40,All of GB,Expenditure
1235,S12000023,2014-2016,million pounds (GBP),32,All of GB,Expenditure
1236,S12000023,2011-2013,million pounds (GBP),24,All of GB,Expenditure
1237,S12000023,2011-2013,Thousand Nights,457,All of GB,Nights
1238,S12000023,2011-2013,Thousand Nights,297,England,Nights
1239,S12000023,2009-2011,million pounds (GBP),25,All of GB,Expenditure
1240,S12000023,2010-2012,Thousand Nights,238,England,Nights
1241,S12000023,2010-2012,million pounds (GBP),22,All of GB,Expenditure
1242,S12000023,2013-2015,million pounds (GBP),17,England,Expenditure
1243,S12000023,2012-2014,Thousand Nights,177,Scotland,Nights
1244,S12000023,2011-2013,million pounds (GBP),9,Scotland,Expenditure
1245,S12000023,2017-2019,Thousand Nights,533,All of GB,Nights
1246,S12000023,2014-2016,Thousand Nights,378,All of GB,Nights
1247,S12000023,2012-2014,million pounds (GBP),28,All of GB,Expenditure
1248,S12000023,2015-2017,million pounds (GBP),20,Scotland,Expenditure
1249,S12000023,2017-2019,million pounds (GBP),15,Scotland,Expenditure
1250,S12000023,2013-2015,million pounds (GBP),3,Scotland,Expenditure
1251,S12000023,2012-2014,million pounds (GBP),9,Scotland,Expenditure
1252,S12000023,2010-2012,Thousand Nights,218,Scotland,Nights
1253,S12000023,2015-2017,Thousand Nights,217,England,Nights
1254,S12000023,2014-2016,million pounds (GBP),15,Scotland,Expenditure
1255,S12000023,2017-2019,million pounds (GBP),38,All of GB,Expenditure
1256,S12000023,2009-2011,million pounds (GBP),14,Scotland,Expenditure
1257,S12000023,2011-2013,Thousand Nights,158,Scotland,Nights
1258,S12000023,2017-2019,Thousand Nights,217,England,Nights
1259,S12000023,2017-2019,Thousand Visits,40,England,Visits
1260,S12000023,2016-2018,Thousand Nights,249,Scotland,Nights
1261,S12000023,2013-2015,Thousand Visits,30,England,Visits
1262,S12000023,2011-2013,Thousand Visits,70,All of GB,Visits
1263,S12000023,2015-2017,Thousand Visits,75,All of GB,Visits
1264,S12000023,2014-2016,Thousand Nights,132,Scotland,Nights
1265,S12000023,2011-2013,Thousand Visits,34,Scotland,Visits
1266,S12000023,2017-2019,Thousand Visits,92,All of GB,Visits
1267,S12000023,2015-2017,Thousand Visits,44,England,Visits
1268,S12000023,2013-2015,Thousand Visits,18,Scotland,Visits
1269,S12000023,2012-2014,Thousand Visits,36,England,Visits
1270,S12000023,2017-2019,Thousand Nights,316,Scotland,Nights
1271,S12000023,2015-2017,Thousand Nights,211,Scotland,Nights
1272,S12000023,2010-2012,Thousand Visits,43,Scotland,Visits
1273,S12000023,2009-2011,Thousand Visits,37,England,Visits
1274,S12000023,2012-2014,Thousand Visits,36,Scotland,Visits
1275,S12000023,2016-2018,Thousand Visits,41,Scotland,Visits
1276,S12000023,2013-2015,Thousand Visits,51,All of GB,Visits
1277,S12000023,2012-2014,Thousand Visits,76,All of GB,Visits
1278,S12000023,2016-2018,Thousand Visits,96,All of GB,Visits
1279,S12000023,2016-2018,Thousand Nights,258,England,Nights
1280,S12000023,2014-2016,Thousand Nights,246,England,Nights
1281,S12000023,2009-2011,Thousand Visits,37,Scotland,Visits
1282,S12000023,2011-2013,Thousand Visits,33,England,Visits
1283,S12000023,2014-2016,Thousand Visits,40,England,Visits
1284,S12000023,2016-2018,Thousand Visits,55,England,Visits
1285,S12000023,2014-2016,Thousand Visits,25,Scotland,Visits
1286,S12000023,2010-2012,Thousand Visits,71,All of GB,Visits
1287,S12000023,2017-2019,Thousand Visits,51,Scotland,Visits
1288,S12000023,2009-2011,Thousand Visits,75,All of GB,Visits
1289,S12000023,2012-2014,Thousand Nights,535,All of GB,Nights
1290,S12000023,2015-2017,Thousand Visits,31,Scotland,Visits
1291,S12000023,2009-2011,Thousand Nights,175,England,Nights
1292,S12000023,2009-2011,Thousand Nights,205,Scotland,Nights
1293,S12000023,2013-2015,Thousand Nights,82,Scotland,Nights
